population,seed,arm,timing,comparison,reference_model,comparison_model,metric,reference_value,comparison_value,improvement,ci_lower,ci_upper,confidence_level,n_patients,n_folds,n_bootstrap,n_valid_bootstrap,bootstrap_unit,ci_method,orientation
full_808,3026,LOCAL0,T2,C+M_vs_C,C,C+M,auroc,0.6796145318096538,0.6903223605662631,0.01070782875660925,-0.029944886839468787,0.04975807240809547,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL0,T2,C+M_vs_C,C,C+M,auprc,0.5424197284072237,0.5416804111731158,-0.0007393172341079168,-0.05133609988410293,0.05286847318953991,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL0,T2,C+M_vs_C,C,C+M,brier,0.22583847913185245,0.20658483909562014,0.01925364003623231,0.006480827103943756,0.03157786125902003,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
full_808,3026,LOCAL0,T3,C+M_vs_C,C,C+M,auroc,0.6796145318096538,0.6378850417874808,-0.041729490022172966,-0.08815770978482754,0.004844127155723867,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL0,T3,C+M_vs_C,C,C+M,auprc,0.5424197284072237,0.47840141177423967,-0.06401831663298407,-0.12087161452636691,-0.0037346518395993174,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL0,T3,C+M_vs_C,C,C+M,brier,0.22583847913185245,0.23961504566770583,-0.01377656653585338,-0.033029783745776115,0.004432543237483011,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
full_808,3026,LOCAL3,T0,C+M_vs_C,C,C+M,auroc,0.6796145318096538,0.7017431349138668,0.02212860310421294,-0.014182250594560167,0.05815548549384352,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T0,C+M_vs_C,C,C+M,auprc,0.5424197284072237,0.539404867366311,-0.003014861040912753,-0.047974021920238065,0.04211946630271572,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T0,C+M_vs_C,C,C+M,brier,0.22583847913185245,0.20355928681512217,0.022279192316730284,0.01087541569314083,0.03291677824043435,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
full_808,3026,LOCAL3,T1,C+M_vs_C,C,C+M,auroc,0.6796145318096538,0.6605287395531299,-0.01908579225652396,-0.06481470583028835,0.025336434035512737,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T1,C+M_vs_C,C,C+M,auprc,0.5424197284072237,0.4855262283467583,-0.05689350006046545,-0.10982719177938197,0.003187063191847932,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T1,C+M_vs_C,C,C+M,brier,0.22583847913185245,0.23008768783317868,-0.004249208701326224,-0.020622205137696775,0.011397324763334677,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
full_808,3026,LOCAL3,T2,C+M_vs_C,C,C+M,auroc,0.6796145318096538,0.7029097731536755,0.023295241344021722,-0.01535932557532352,0.0654962667885373,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T2,C+M_vs_C,C,C+M,auprc,0.5424197284072237,0.55106469666838,0.008644968261156238,-0.03953894928187886,0.06686142143115607,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T2,C+M_vs_C,C,C+M,brier,0.22583847913185245,0.20264039434942702,0.023198084782425438,0.011616279102831358,0.03453572889109789,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
full_808,3026,LOCAL3,T3,C+M_vs_C,C,C+M,auroc,0.6796145318096538,0.6516254477230087,-0.027989084086645133,-0.07975606211214216,0.020675808601438844,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T3,C+M_vs_C,C,C+M,auprc,0.5424197284072237,0.4848106146238429,-0.05760911378338085,-0.11699573575290306,0.0020564527681197664,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
full_808,3026,LOCAL3,T3,C+M_vs_C,C,C+M,brier,0.22583847913185245,0.23453136387048823,-0.008692884738635775,-0.0264075468340004,0.009679321500030076,0.95,808,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T0,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6052830188679246,-0.09138936535162956,-0.15053993199495516,-0.035845381786183975,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T0,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.38578671529558084,-0.15042587210440184,-0.21668878537423303,-0.08080984900571475,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T0,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.2371506910786505,0.005944403464290204,-0.01645869130730386,0.029011268052114386,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T1,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6245626072041166,-0.07210977701543753,-0.13614663675379993,-0.012282999669468136,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T1,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.3989570334474615,-0.1372555539525212,-0.20656608155297418,-0.06154198451852151,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T1,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.22362637784740802,0.019468716695532684,-0.0017127140195838724,0.0382651149783072,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T2,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6017152658662093,-0.09495711835334486,-0.16380559707420106,-0.025271452328159607,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T2,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.392215078659754,-0.14399750874022865,-0.21717473244273788,-0.05299272285585594,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T2,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.2340507033777801,0.009044391165160592,-0.013339243530548783,0.0307450093723178,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T3,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.5685763293310463,-0.12809605488850784,-0.20400700156428506,-0.05534247783763822,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T3,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.35516639583797527,-0.1810461915620074,-0.25864080503881304,-0.09240292428871912,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T3,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.25788039496992105,-0.014785300426980341,-0.0401595465058693,0.009025415750231844,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T0,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.5754716981132075,-0.1212006861063466,-0.1846884488759964,-0.059146021371511585,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T0,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.35381418256711633,-0.18239840483286635,-0.24406498000526766,-0.10773848095884332,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T0,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.25220848621925285,-0.009113391676312144,-0.036928849270061744,0.017265933181426045,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T1,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.62483704974271,-0.07183533447684409,-0.1338282385067439,-0.015418478793234004,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T1,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.4040585680087159,-0.13215401939126675,-0.2054125334463691,-0.058503352705604,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T1,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.2274952690889509,0.015599825453989802,-0.007885227918387498,0.038042697779766994,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T2,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6015094339622642,-0.09516295025728994,-0.15561901476530848,-0.035882511569294194,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T2,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.37945359417725766,-0.15675899322272502,-0.2317012532050805,-0.07649532652151124,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T2,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.2602240434223839,-0.017128948879443218,-0.04652863191020313,0.010854769466367086,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T3,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.573344768439108,-0.12332761578044615,-0.19639381428910627,-0.05262954085241632,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T3,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.3629340702282097,-0.17327851717177295,-0.25219956637421165,-0.08548710647755106,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL3,T3,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.2593728142385988,-0.01627771969565811,-0.04207235987866932,0.008146503852297909,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T0,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6317324185248714,-0.06493996569468274,-0.12157680915025938,-0.007996926627060606,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T0,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.4079632391761423,-0.12824934822384038,-0.19416602948984565,-0.05264433690099135,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T0,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.23274993235634994,0.010345162186590762,-0.018004801846688415,0.03566772127873455,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T1,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6296740994854203,-0.06699828473413383,-0.1274504854805528,-0.00661254303780322,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T1,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.41952698141709294,-0.11668560598288974,-0.18917412060606878,-0.0358116464919297,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T1,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.24007249699227792,0.003022597550662781,-0.027061012601713376,0.031636138209228754,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T2,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6069296740994854,-0.08974271012006874,-0.1531454342576512,-0.02188978141976326,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T2,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.38223578292618376,-0.1539768044737989,-0.22314857328514726,-0.06636924464910186,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T2,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.25267598021952176,-0.009580885676581052,-0.041092328444256414,0.019882871192712336,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL0,T3,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6046998284734134,-0.09197255574614072,-0.15908711318058358,-0.021652431871622746,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T3,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.37192256265144913,-0.16429002474853355,-0.24200971479696762,-0.07755242398023375,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL0,T3,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.2752971408649286,-0.03220204632198792,-0.06530087014034787,0.0014445064683456582,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T0,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.62778730703259,-0.06888507718696413,-0.12763461477475158,-0.0142922193300749,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T0,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.39507205512712573,-0.14114053227285694,-0.20896450178228107,-0.06315063643729336,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T0,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.24218855458554034,0.0009065399574003652,-0.027973889935726064,0.025607901317341634,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T1,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6313207547169811,-0.065351629502573,-0.1289546986963957,-0.0069158748203228225,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T1,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.43058152534027905,-0.10563106205970363,-0.17855405331049437,-0.02420451638644463,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T1,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.23723624156902043,0.0058588529739202755,-0.025507664212362165,0.034173174524423734,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T2,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6575300171526587,-0.039142367066895445,-0.09620469176201858,0.016643140418095007,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T2,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.45206328894907255,-0.08414929845091013,-0.1537609066895259,-0.011773555320875685,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T2,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.22460077429832484,0.018494320244615864,-0.008408888155721446,0.044375412358558526,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,3026,LOCAL3,T3,C+M_vs_C,C,C+M,auroc,0.6966723842195541,0.6503945111492281,-0.04627787307032605,-0.11539358462414945,0.022860956956902656,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T3,C+M_vs_C,C,C+M,auprc,0.5362125873999827,0.40778696832224715,-0.12842561907773553,-0.21122975629733062,-0.03361232231708983,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,3026,LOCAL3,T3,C+M_vs_C,C,C+M,brier,0.2430950945429407,0.24634791517972057,-0.0032528206367798684,-0.03363614231153581,0.026109920747910447,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T0,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6880274442538593,0.5856260720411663,-0.10240137221269296,-0.1637475228070174,-0.03321908364393226,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T0,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.538897485664505,0.36720766474513,-0.171689820919375,-0.24210111996361583,-0.09164700775244648,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T0,C+F+M_vs_C+F,C+F,C+F+M,brier,0.2356217123236572,0.24667769235052356,-0.011055980026866363,-0.03478563012041544,0.013024691723267399,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T1,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6971526586620925,0.6471012006861063,-0.0500514579759862,-0.1070486927648727,0.004516326060075601,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T1,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5259975356624463,0.422152208719028,-0.10384532694341836,-0.16579995059954827,-0.03455044810349563,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T1,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19795462758831528,0.21824736186985183,-0.02029273428153655,-0.040743463344357564,-0.0009798897960511823,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T2,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.726106346483705,0.6190394511149228,-0.10706689536878222,-0.16343941739881016,-0.04818580538465302,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T2,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5400010651611841,0.41238919391103424,-0.12761187125014983,-0.2016110152719544,-0.05184209388939265,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T2,C+F+M_vs_C+F,C+F,C+F+M,brier,0.1887354938947084,0.23788565824297378,-0.049150164348265385,-0.07074581465795855,-0.026799943193988384,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL0,T3,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.7154030874785592,0.6227444253859349,-0.0926586620926243,-0.15499383414761514,-0.035355875942730375,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T3,C+F+M_vs_C+F,C+F,C+F+M,auprc,0.5393749537451002,0.4024634631574642,-0.13691149058763608,-0.21531719507196045,-0.05969224419262145,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
ftv_complete_375,2026,LOCAL0,T3,C+F+M_vs_C+F,C+F,C+F+M,brier,0.19299362818294807,0.24550206631554208,-0.05250843813259401,-0.07702493653929908,-0.030151896687262186,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,reference - comparison (lower Brier is better)
ftv_complete_375,2026,LOCAL3,T0,C+F+M_vs_C+F,C+F,C+F+M,auroc,0.6880274442538593,0.5541166380789022,-0.1339108061749571,-0.2012913596822699,-0.06901662518909793,0.95,375,5,2000,2000,patient_within_outer_fold,percentile,comparison - reference
