schema_version,seed_base,fold,effective_seed,checkpoint_kind,checkpoint,checkpoint_sha256,checkpoint_bytes,checkpoint_epoch,history,history_sha256,selection,selection_sha256,checkpoint_mirrored_tensor_entries_checked,shared_initialization_sha256,state_distinct_from_selected,formal_inference_checkpoint,contains_patient_ids
1,4026,0,4026,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_0/best.pt,059c924a192eab6f50820f2989f802719b50a5a8129bc46d2639fe440c78215b,31452083,3,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_4026/g3/fold_0.csv,5cad6a1de290b3a518ce098870b0b41397fe6c39cc1759a83392e7025de161cc,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_0/selection.json,f26db3101005bd3d188a12253d77bf6811d161d71898572eceb1de9b9e0e1c28,242,8b681305721b96ceaa5e746c34df2c0a763ad2c9f7afa69b99e51641acba57eb,False,True,False
1,4026,1,4027,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_1/best.pt,e35e63f5256316a330433b134861876d882ba8b2406932173d11ba78cbec3d44,31452083,3,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_4026/g3/fold_1.csv,3072557c7bc1de1fceb48686f4b34be1e1e9182e6907c20eae01f5afec8b4760,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_1/selection.json,03bf0d1c0323aac0d64e9807a583c37e750b89fdf0ac1ea11214df5c2378165f,242,1b968a6fe0928e1ff03e5b508529d4f76206303bc03fed205e61005e5592a8f6,False,True,False
1,4026,2,4028,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_2/best.pt,9ded31108df3f3fa9df2ac2e68915cb543f39fc931b3631902adae16b6cad3f5,31452083,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_4026/g3/fold_2.csv,1cad893b0b6401aafd41c6df5bae05fd7059c4b64cf72c96e0d63ecb9865d6e1,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_2/selection.json,6ee2311a36c516ceb9750b2343b0e8beaac6e298afa2a6e4a05a209d59332a76,242,d8204558ee3c046180eb79b32c7defb1ce0b67549de53b86fbf3d46ae0a9a39a,False,True,False
1,4026,3,4029,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_3/best.pt,472d2bf1bbc7db114aa4a2a1524de4abc7782161d539280614681a18d25e2aed,31452147,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_4026/g3/fold_3.csv,5b53cb9b52bd2182a4b2e68f9c4ef6b3e5ccae9653f756b788898fa7a9777fe0,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_3/selection.json,555b3ced46f6c33c0aa22245f002efc7d2643bbdc88855afa35821ff285c18fc,242,f9c030a3bbf5e14df4ee86c57925afd426dada1eab31dc130d95f03d9a9ec284,False,True,False
1,4026,4,4030,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_4/best.pt,30be1dbf094ad9f5b94d3892160362ec6ba9f54618d617559374be12d34862b9,31452147,3,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_4026/g3/fold_4.csv,5fbc55b1ccbb511f7f0e5da3856f8c9a13327b4ea1324113c3f1a8e1d1d34241,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_4/selection.json,22a8fb18ccd955b62d529673db10a370ec1930dc82339c72d082860190c7b674,242,c73906a49387774c2ef66394154451196046d69c1deed6bc66bcd13cd311ef1f,False,True,False
1,5026,0,5026,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_0/best.pt,fbe2aba856d5a89e8e99f11f1ce7944631bb5751f3486dfb682f57f73b3e0eb4,31452083,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_0.csv,3c6730fe14fa8bb5373f6720ca6c482699e682e2b56628d4fe17c69661025cb9,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_0/selection.json,70d790eae48619e98349fa8d51abe7a56a94911487c9c4801df71397da3bbf3c,242,08c8806681ed205a2e71ebe9f44d0ca3b5ec034cbbe01b8a7d32d4d2725e552e,False,True,False
1,5026,1,5027,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_1/best.pt,c0b6f3858562934de6f7621fa2224fd1a571dfe9009c5ebe3a0819b87a92f002,31452083,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_1.csv,a64975dea29fcec350190e359e07faef98daa32e65fe4901d47e27240e48f3a2,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_1/selection.json,bc9b8918ea872480398972e5f8cac7f0d2cc2f08c66f8ec517dc96caf4709b37,242,4b0bfff9d5bbe1ef78dccd9d4897fba583468634ff829890418474469612903d,False,True,False
1,5026,2,5028,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_2/best.pt,d724160ceb32a8eb51087e9968e33c90513ae716cacd8af51ba896ec7082e4de,31452083,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_2.csv,13bdab8ddb15ce5583a72107341566360bf5c5f483ce5f0fa5107bf46e4f499c,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_2/selection.json,3a0d37a13eb1f911dafa85a0675e055929b3be9d25ed1deeaaeef7ee8c90d987,242,3ad7c3b6ff8fe5df109d7cac7234e16ec23b46eea0764d53744c7b50e1a61c01,False,True,False
1,5026,3,5029,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_3/best.pt,5d567e15c783e2b21996f8ebf46d83986bb8ed30f7459b3326c122ae1997fddd,31452147,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_3.csv,6f63bee0c1d88dec0b9ed2040fa349684e9b24ecc96c172b0a21b4eed4b1014f,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_3/selection.json,b50ea8ad455e38db8d960728aedeb2bd0ab750d2b4ed5c7106de4cf2381bc044,242,09c42d28ef30b1f875c597bf21cb2e1a592e61e0e6b43565b2e97e06c0456a52,False,True,False
1,5026,4,5030,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_4/best.pt,ef98004005f7e4b6bbd2e88a2114a2cad925be4e6c66d5c656f1267142b71fb1,31452147,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_4.csv,0cc53d31249e212d102e13dd9a75b41e1d346abdbd697e73ca2d9c9a98341232,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_4/selection.json,5df0d4939f250f31cf156181191346fb01fc71646f4a80a90e02a5ea91f4a1ea,242,131fb931dc4d096149e805ab0482bf2e09efd59d4acc5ffd89e34b1ffc99f0d9,False,True,False
1,6026,0,6026,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_0/best.pt,e348e585b8be1dc026ad911e2b5120979fdd40cdc9bd86a16fad75e14650a365,31452083,3,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_6026/g3/fold_0.csv,bd7bd643af02fc05777c9a000da6bdf47fa33edffbe27f4d90a3eb6509c07c4c,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_0/selection.json,c786b31fbde992652e1e824a4e3686e17cf0ccbd5454d4581130b1a97cd47ddb,242,c9d7f74163c723c76734ae4f44e49f4f86449ae3532386ddda6f6fd0d83f1d50,False,True,False
1,6026,1,6027,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_1/best.pt,2bca1f8e6b0eb01a909a026d14036bb50cfcae591a96ab35ce5d2db1a33a55ac,31452083,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_6026/g3/fold_1.csv,4491a70ea10de40ed06fd15b3b0af7daa671ac00fa8f3486d2c52b882d424c2a,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_1/selection.json,b0d9a3d412f51fbfa1af07138dc547c2f9ea63ab42f28d3824e707f719766a81,242,f54eced6a7c28332895f7e2af7f2b06f1f6ad1b2fd85d6eb3aefbb3afd5516c1,False,True,False
1,6026,2,6028,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_2/best.pt,c1a27b3a500a63149d4f4bc1a68f167886d79eba864821ef9a7848de6fdc5faf,31452083,3,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_6026/g3/fold_2.csv,0625d137c35e4ad4f06ccc316968235762d14c49850160aed3e37149e59d6ac0,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_2/selection.json,434d84d4e83eacdb9c436a0c7c6497b8163cbb5eccba8d87fc1358d8671b0877,242,733c8917292fecbeab210fb3cffbfa18e8e1b790675dd3c26811492050abf912,False,True,False
1,6026,3,6029,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_3/best.pt,e5b2f8d206a768be3f20dd0391d080e5778d0fa157ff7ef8d30c19a361f3d662,31452147,2,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_6026/g3/fold_3.csv,599b9085384db4c0282182428c426973d433c7897bff0979af4010d0fa6d6a13,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_3/selection.json,2b0aa78e975aafe3804600151ce5eb4b0bb42802b2d43726ffd19492bbce632f,242,f21c74a33158a4a872da3add97956ea9a67d03d7814bf2cfd30362d374a0eb97,False,True,False
1,6026,4,6030,selected,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_4/best.pt,e95e2f705d547fdad3edbe69d15710a26041b50d47d24be19d8ad00e0c0a43f0,31452147,3,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_6026/g3/fold_4.csv,839f6b914d053142dd50f147e7be793682378d307df5a067bc81f4a2aabafa62,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_6026/g3/fold_4/selection.json,efba933b77d01d127876ed6855bc5d357aa57a17359963c7b631708ab2fce8a8,242,e6bf89fc748c69fc327632080810f19b651406aa4bd045f63c190121ed12cee8,False,True,False
1,5026,3,5029,last,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_3/last.pt,89c75e3aa90e4733853b5987cbc22270916ad5219ab8c6f1fde07e07e024f3b2,31452147,6,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_3.csv,6f63bee0c1d88dec0b9ed2040fa349684e9b24ecc96c172b0a21b4eed4b1014f,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_3/selection.json,b50ea8ad455e38db8d960728aedeb2bd0ab750d2b4ed5c7106de4cf2381bc044,242,09c42d28ef30b1f875c597bf21cb2e1a592e61e0e6b43565b2e97e06c0456a52,True,False,False
1,3026,1,3027,last,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_3026/g3/fold_1/last.pt,a2daf0d50d8a9a701bc431a71d7250aa4e134aa2b8c3c22ce778443723acea1d,31452083,6,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_3026/g3/fold_1.csv,c40078553e55db9c7d439e3bf023fbf63cb8cc7a06ed79eba1b60a149da6f4e9,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_3026/g3/fold_1/selection.json,24f2e6f2daf01597951046ce652246e91a4bccba6deb9eedced6f93b5e1d6329,242,9b234ede4fdaad5eea744c53eb1df95d72774e51a2d05111eac6ff8d22c2ce9a,True,False,False
1,4026,0,4026,last,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_0/last.pt,6bdcf06413bb283a6033e45b61087f50b98f5a693eb14bae3e6e63ba283154e9,31452083,7,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_4026/g3/fold_0.csv,5cad6a1de290b3a518ce098870b0b41397fe6c39cc1759a83392e7025de161cc,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_4026/g3/fold_0/selection.json,f26db3101005bd3d188a12253d77bf6811d161d71898572eceb1de9b9e0e1c28,242,8b681305721b96ceaa5e746c34df2c0a763ad2c9f7afa69b99e51641acba57eb,True,False,False
1,5026,2,5028,last,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_2/last.pt,71c299da930569cca2a281686599df213b36fab62df959bc9f4ef11be6a1ceaa,31452083,6,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_2.csv,13bdab8ddb15ce5583a72107341566360bf5c5f483ce5f0fa5107bf46e4f499c,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_2/selection.json,3a0d37a13eb1f911dafa85a0675e055929b3be9d25ed1deeaaeef7ee8c90d987,242,3ad7c3b6ff8fe5df109d7cac7234e16ec23b46eea0764d53744c7b50e1a61c01,True,False,False
1,5026,1,5027,last,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_1/last.pt,58c3a5510e2b03c1e287961d7e08dde7d87444fe4d628519cdc0244e2801e440,31452083,6,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_5026/g3/fold_1.csv,a64975dea29fcec350190e359e07faef98daa32e65fe4901d47e27240e48f3a2,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_5026/g3/fold_1/selection.json,bc9b8918ea872480398972e5f8cac7f0d2cc2f08c66f8ec517dc96caf4709b37,242,4b0bfff9d5bbe1ef78dccd9d4897fba583468634ff829890418474469612903d,True,False,False
1,3026,3,3029,last,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_3026/g3/fold_3/last.pt,7b01cad301df89281b5eaa1ed3ce9a4be7e2005a64def0324fbe753cc175afd7,31452147,6,additional_experiments/g3_multiseed_generalization/metrics/training/formal/seed_3026/g3/fold_3.csv,898e63206f1e2ffce43e59421159c140225e0ca19a9f70f4b1afb012acdf6918,additional_experiments/g3_multiseed_generalization/checkpoints/formal/seed_3026/g3/fold_3/selection.json,003f1bb45644ed92a301672498fd14fbbde9f26f92c0d4b9bb210e8a049765fb,242,55af9c832f4a581ef8bd6d4c1e968b372c09d181486851a67c929572bab0ef50,True,False,False
